id,original_id,prompt_id,text_type,flesch_kincaid_grade,flesch_reading_ease,gunning_fog,smog_index,dale_chall,avg_sentence_length,subordinate_clauses,avg_word_length,lexical_density,type_token_ratio,passive_ratio,errors,transitions,subjectivity,formality,complexity,analyzed_at
1029,515,515,prompt,2.5,95.17,4.0,0.0,10.45,12.0,0.0,3.5,0.230769230769231,0.833333333333333,0.0,0,0,0.25,0.0,4.91025641025641,2025-03-22 18:02:22
1030,515,515,response,9.9,59.64,10.5,10.1,9.56,24.25,0.5,4.2680412371134,0.422680412371134,0.731958762886598,0.0,2,0,0.315384615384615,0.0,11.5242268041237,2025-03-22 18:02:22
1031,516,516,prompt,7.6,49.48,18.0,0.0,10.2,6.0,0.0,4.66666666666667,0.5,1.0,0.0,0,0,0.0,0.0,4.7,2025-03-22 18:02:22
1032,516,516,response,14.0,32.73,15.27,16.9,9.84,24.5833333333333,0.25,5.2271186440678,0.496794871794872,0.583050847457627,0.0833333333333333,0,0,0.479863787006644,0.0,13.0267094017094,2025-03-22 18:02:23
1033,517,517,prompt,7.6,60.31,8.04,0.0,11.36,13.0,0.0,5.07692307692308,0.538461538461538,1.0,1.0,0,0,0.5,0.0,7.04615384615385,2025-03-22 18:02:23
1034,517,517,response,9.0,61.97,10.1,9.7,11.07,29.0,0.0,4.31034482758621,0.362068965517241,0.793103448275862,0.5,0,0,0.555,0.0,12.7873563218391,2025-03-22 18:02:23
1035,518,518,prompt,5.8,70.29,10.12,0.0,15.74,12.5,1.0,4.6,0.142857142857143,0.84,1.0,0,0,0.0,0.0,6.14761904761905,2025-03-22 18:02:23
1036,518,518,response,11.5,44.75,13.87,0.0,16.81,29.0,0.0,4.24137931034483,0.184210526315789,0.724137931034483,0.0,0,0,0.0,0.0,13.5614035087719,2025-03-22 18:02:23
1037,519,519,prompt,12.7,9.21,14.53,0.0,9.05,3.0,0.0,6.0,0.333333333333333,1.0,0.0,0,0,0.0,0.0,5.34444444444444,2025-03-22 18:02:23
1038,519,519,response,14.2,32.33,13.91,15.3,9.18,25.0,0.0,4.85818181818182,0.470588235294118,0.530909090909091,0.166666666666667,0,1,0.28625283446712,0.0,13.2235294117647,2025-03-22 18:02:23
1039,520,520,prompt,3.6,92.12,5.2,0.0,6.71,16.0,0.0,3.4375,0.25,1.0,0.0,0,0,0.273737373737374,0.0,6.61666666666667,2025-03-22 18:02:23
1040,520,520,response,18.1,49.15,20.5,0.0,13.69,55.0,0.0,4.03636363636364,0.131147540983607,0.818181818181818,0.0,0,0,0.384242424242424,0.0,24.4103825136612,2025-03-22 18:02:23
1041,521,521,prompt,6.4,74.19,8.46,0.0,8.84,18.0,0.0,3.61111111111111,0.388888888888889,1.0,1.0,0,0,0.45,0.0,8.26296296296296,2025-03-22 18:02:23
1042,521,521,response,6.0,75.2,8.28,0.0,10.35,17.0,0.0,3.52941176470588,0.411764705882353,0.941176470588235,0.0,0,0,0.45,0.0,7.80392156862745,2025-03-22 18:02:24
1043,522,522,prompt,0.9,93.81,1.2,0.0,9.05,4.0,0.0,3.75,0.25,1.0,0.0,0,0,0.0,0.0,1.71666666666667,2025-03-22 18:02:24
1044,522,522,response,9.5,60.75,11.53,11.2,9.91,21.375,0.0,4.43859649122807,0.502890173410405,0.590643274853801,0.25,1,0,0.518229166666667,0.0,10.4592967244701,2025-03-22 18:02:24
1045,523,523,prompt,8.0,53.88,12.49,0.0,11.1,10.0,0.0,5.1,0.2,0.9,0.0,0,0,0.0,0.0,6.06666666666667,2025-03-22 18:02:24
1046,523,523,response,12.3,37.3,12.45,14.6,10.05,22.2307692307692,0.0,5.04498269896194,0.364548494983278,0.491349480968858,0.0952380952380952,0,0,0.284107142857143,0.0,11.6317725752508,2025-03-22 18:02:24
1047,524,524,prompt,2.9,94.15,8.04,0.0,9.92,13.0,0.0,3.76923076923077,0.307692307692308,0.923076923076923,0.0,0,0,0.0,0.0,5.4025641025641,2025-03-22 18:02:24
1048,524,524,response,7.0,72.66,7.72,8.3,8.11,22.7142857142857,0.0,4.22327044025157,0.435045317220544,0.474842767295598,0.266666666666667,1,0,0.378333333333333,0.0,10.0497770105021,2025-03-22 18:02:24
1049,525,525,prompt,5.2,77.23,8.04,0.0,7.05,11.0,0.0,4.27272727272727,0.454545454545455,0.909090909090909,0.0,0,0,0.0,0.0,5.55151515151515,2025-03-22 18:02:24
1050,525,525,response,14.9,41.23,15.95,14.8,10.94,34.8,0.4,4.62068965517241,0.340659340659341,0.586206896551724,0.6,0,1,0.372222222222222,0.0,16.6802197802198,2025-03-22 18:02:25
1051,526,526,prompt,0.9,93.81,1.2,0.0,9.05,4.0,0.0,3.5,0.0,1.0,0.0,0,0,0.0,0.0,1.63333333333333,2025-03-22 18:02:25
1052,526,526,response,14.7,25.59,14.27,15.7,10.6,23.75,0.05,5.23947368421053,0.462871287128713,0.518421052631579,0.1,0,0,0.538244047619048,0.0,12.9709570957096,2025-03-22 18:02:25
1053,527,527,prompt,2.9,83.32,2.0,0.0,10.2,6.0,0.0,4.83333333333333,0.5,1.0,0.0,0,0,0.5,0.0,3.13333333333333,2025-03-22 18:02:25
1054,527,527,response,9.3,55.74,10.58,11.4,9.2,18.1538461538462,0.230769230769231,4.80508474576271,0.487903225806452,0.550847457627119,0.0769230769230769,1,0,0.47037037037037,0.0,9.3139164598842,2025-03-22 18:02:25
1055,528,528,prompt,10.3,42.38,11.47,0.0,9.5,12.0,0.0,5.0,0.583333333333333,1.0,0.0,0,0,0.9,0.0,7.62777777777778,2025-03-22 18:02:25
1056,528,528,response,14.2,21.5,10.71,14.2,9.84,18.7333333333333,0.0,5.35231316725979,0.498381877022654,0.473309608540925,0.0,0,0,0.441102756892231,0.0,11.1439050701187,2025-03-22 18:02:25
1057,529,529,prompt,3.7,86.71,8.0,0.0,8.87,11.0,0.0,4.27272727272727,0.363636363636364,1.0,0.0,0,0,0.75,0.0,5.02121212121212,2025-03-22 18:02:25
1058,529,529,response,15.1,29.89,16.54,16.1,10.6,27.1428571428571,0.571428571428571,5.12631578947368,0.451776649746193,0.58421052631579,0.0,0,0,0.6671875,0.0,14.2315445975344,2025-03-22 18:02:26
1059,530,530,prompt,5.2,77.23,4.4,0.0,8.49,15.0,0.0,3.0,0.266666666666667,0.933333333333333,0.0,0,0,0.214285714285714,0.0,6.82222222222222,2025-03-22 18:02:26
1060,530,530,response,9.5,66.07,11.53,0.0,10.47,27.0,0.0,3.55555555555556,0.259259259259259,0.796296296296296,0.5,0,0,0.303571428571429,0.0,12.2530864197531,2025-03-22 18:02:26
1061,531,531,prompt,0.5,100.24,2.0,0.0,10.2,5.0,0.0,3.6,0.2,1.0,0.0,0,0,0.0,0.0,1.9,2025-03-22 18:02:26
1062,531,531,response,13.8,33.44,14.72,14.6,11.99,24.5,0.0,5.2108843537415,0.45859872611465,0.63265306122449,0.5,0,0,0.428846153846154,0.0,12.9195329087049,2025-03-22 18:02:26
1063,532,532,prompt,12.7,36.28,13.87,0.0,9.79,25.0,0.0,3.8,0.28,0.8,1.0,0,0,0.222222222222222,0.0,12.66,2025-03-22 18:02:26
1064,532,532,response,19.3,24.45,19.41,0.0,9.68,51.0,1.0,4.05882352941176,0.310344827586207,0.764705882352941,0.5,1,0,0.377777777777778,0.0,23.5367816091954,2025-03-22 18:02:26
1065,533,533,prompt,8.0,59.3,14.8,0.0,10.81,13.0,0.0,4.07692307692308,0.307692307692308,1.0,0.0,0,0,0.3,0.0,7.1025641025641,2025-03-22 18:02:26
1066,533,533,response,11.3,39.74,11.18,13.5,9.29,18.9705882352941,0.263157894736842,5.11007751937985,0.446935724962631,0.482170542635659,0.0526315789473684,2,0,0.497557922557923,0.0,10.2391746534189,2025-03-22 18:02:26
1067,534,534,prompt,2.9,88.74,3.2,0.0,7.98,8.0,0.0,4.25,0.375,1.0,0.0,0,0,0.0,0.0,3.75833333333333,2025-03-22 18:02:27
1068,534,534,response,10.2,48.2,11.55,12.9,10.41,16.8333333333333,0.2,4.74752475247525,0.394230769230769,0.618811881188119,0.1,2,1,0.344117647058824,0.0,9.14252136752137,2025-03-22 18:02:27
1069,535,535,prompt,0.9,99.23,2.4,0.0,6.57,7.0,0.0,3.42857142857143,0.285714285714286,1.0,0.0,0,0,0.0,0.0,2.72857142857143,2025-03-22 18:02:27
1070,535,535,response,6.7,67.96,8.11,10.1,8.2,11.3125,0.0697674418604651,4.39410681399632,0.415254237288136,0.524861878453039,0.0465116279069768,1,0,0.458320444987112,0.0,6.14258474576271,2025-03-22 18:02:27
1071,536,536,prompt,11.5,44.75,16.09,0.0,10.67,21.0,0.0,4.80952380952381,0.380952380952381,1.0,0.0,0,0,0.333333333333333,0.0,10.9603174603175,2025-03-22 18:02:27
1072,536,536,response,16.2,16.22,19.52,17.8,12.04,28.1666666666667,0.166666666666667,5.51479289940828,0.556213017751479,0.668639053254438,0.166666666666667,0,0,0.398148148148148,0.0,14.9742932281394,2025-03-22 18:02:27
1073,537,537,prompt,12.3,37.3,16.21,0.0,11.91,19.0,0.0,4.89473684210526,0.526315789473684,0.894736842105263,0.0,0,0,0.3,0.0,10.6087719298246,2025-03-22 18:02:27
1074,537,537,response,11.4,55.88,14.55,13.6,9.48,27.3333333333333,0.666666666666667,4.0,0.365853658536585,0.719512195121951,0.333333333333333,1,1,0.405,0.0,13.0330623306233,2025-03-22 18:02:27
1075,538,538,prompt,11.9,49.15,14.25,0.0,11.9,32.0,1.0,3.96875,0.0882352941176471,0.71875,0.0,0,0,0.5,0.0,14.6627450980392,2025-03-22 18:02:27
1076,538,538,response,27.1,-12.11,23.68,0.0,11.87,66.0,0.5,5.03030303030303,0.375,0.681818181818182,0.0,1,0,0.533333333333333,0.0,31.1583333333333,2025-03-22 18:02:28
1077,539,539,prompt,8.0,53.88,8.04,0.0,11.1,11.0,0.0,4.90909090909091,0.454545454545455,1.0,0.0,0,0,0.5,0.0,6.48484848484848,2025-03-22 18:02:28
1078,539,539,response,11.5,55.58,14.6,0.0,8.77,27.0,0.0,4.11111111111111,0.37037037037037,0.888888888888889,0.0,0,0,0.3,0.0,12.9567901234568,2025-03-22 18:02:28
1079,540,540,prompt,2.5,89.75,2.8,0.0,0.35,7.0,0.0,3.71428571428571,0.428571428571429,1.0,0.0,0,0,0.0,0.0,3.30952380952381,2025-03-22 18:02:28
1080,540,540,response,7.0,72.56,8.91,9.8,7.57,17.9615384615385,0.2,4.32334047109208,0.431952662721893,0.488222698072805,0.04,1,0,0.393499389499389,0.0,8.46449704142012,2025-03-22 18:02:28
1081,541,541,prompt,11.5,44.75,11.64,0.0,12.42,26.0,0.0,4.0,0.192307692307692,0.807692307692308,0.0,0,0,0.0666666666666667,0.0,12.5641025641026,2025-03-22 18:02:28
1082,541,541,response,18.5,31.89,18.68,0.0,10.43,45.0,1.0,4.6,0.30188679245283,0.688888888888889,1.0,0,0,0.0666666666666667,0.0,21.2672955974843,2025-03-22 18:02:28
1083,542,542,prompt,6.8,67.76,8.13,0.0,12.13,13.0,0.0,4.30769230769231,0.307692307692308,0.923076923076923,0.0,0,0,0.4,0.0,6.7025641025641,2025-03-22 18:02:28
1084,542,542,response,13.7,44.27,14.83,14.6,11.02,30.25,0.25,4.65289256198347,0.452380952380952,0.677685950413223,0.5,0,0,0.315,0.0,14.8007936507937,2025-03-22 18:02:28
1085,543,543,prompt,3.3,87.72,8.04,0.0,9.35,9.0,0.0,3.11111111111111,0.555555555555556,1.0,0.0,0,0,0.0,0.0,4.28518518518519,2025-03-22 18:02:28
1086,543,543,response,9.4,60.95,9.15,10.7,9.73,20.4,0.0,4.16666666666667,0.485714285714286,0.57843137254902,0.0,1,0,0.599206349206349,0.00490196078431373,10.0952380952381,2025-03-22 18:02:29
1087,544,544,prompt,6.0,80.62,6.4,0.0,7.39,19.0,0.0,4.05263157894737,0.368421052631579,0.894736842105263,0.0,0,0,0.2,0.0,8.45614035087719,2025-03-22 18:02:29
1088,544,544,response,21.2,41.03,23.45,0.0,8.66,60.0,0.5,4.0,0.23943661971831,0.8,0.0,1,0,0.26,0.0,27.1464788732394,2025-03-22 18:02:29
1089,545,545,prompt,0.5,105.66,3.2,0.0,7.98,9.0,0.0,3.77777777777778,0.333333333333333,0.888888888888889,0.0,0,0,0.0,0.0,3.27777777777778,2025-03-22 18:02:29
1090,545,545,response,12.5,42.0,14.09,14.6,11.03,24.6666666666667,0.0,4.71621621621622,0.527027027027027,0.77027027027027,0.333333333333333,0,1,0.346666666666667,0.0,12.5645645645646,2025-03-22 18:02:29
1091,546,546,prompt,9.6,33.58,21.6,0.0,15.68,4.0,0.0,5.25,0.75,1.0,0.0,0,0,0.9,0.0,4.78333333333333,2025-03-22 18:02:29
1092,546,546,response,10.2,53.41,13.1,13.3,10.27,21.0,0.0,4.67460317460318,0.440298507462687,0.611111111111111,0.0,0,0,0.593353174603175,0.0,10.5467661691542,2025-03-22 18:02:29
1093,547,547,prompt,16.2,32.57,17.33,0.0,13.02,35.0,0.0,4.94285714285714,0.4,0.914285714285714,0.0,1,0,0.366666666666667,0.0,17.2,2025-03-22 18:02:29
1094,547,547,response,16.4,21.23,18.37,17.0,12.02,27.375,0.125,5.37899543378995,0.471111111111111,0.648401826484018,0.125,0,0,0.317916666666667,0.0,14.7487037037037,2025-03-22 18:02:29
1095,548,548,prompt,0.5,100.24,2.0,0.0,7.04,6.0,0.0,3.33333333333333,0.333333333333333,1.0,0.0,0,0,0.1,0.0,2.27777777777778,2025-03-22 18:02:29
1096,548,548,response,9.4,55.64,11.36,12.2,9.46,23.0,0.333333333333333,4.50724637681159,0.41958041958042,0.63768115942029,0.166666666666667,0,1,0.59,0.0,10.9398601398601,2025-03-22 18:02:30
1097,549,549,prompt,2.3,95.67,3.8,0.0,6.6,10.5,0.0,3.0,0.333333333333333,0.857142857142857,0.0,0,0,0.6,0.0,4.37777777777778,2025-03-22 18:02:30
1098,549,549,response,10.2,53.41,10.95,12.6,9.37,22.4705882352941,0.214285714285714,4.32984293193717,0.444976076555024,0.515706806282723,0.0714285714285714,2,0,0.495407177363699,0.0,11.038521437283,2025-03-22 18:02:30
1099,550,550,prompt,4.1,80.28,3.2,0.0,9.95,9.0,1.0,5.11111111111111,0.333333333333333,1.0,0.0,0,0,0.0,0.0,4.47777777777778,2025-03-22 18:02:30
1100,550,550,response,13.0,56.93,13.69,0.0,9.76,34.0,0.0,4.67647058823529,0.216216216216216,0.823529411764706,1.0,0,0,0.0,0.0,15.7387387387387,2025-03-22 18:02:30
1101,551,551,prompt,3.7,81.29,8.51,0.0,10.75,7.0,0.0,5.0,0.571428571428571,1.0,0.0,0,0,0.0,0.0,3.75714285714286,2025-03-22 18:02:30
1102,551,551,response,11.6,39.03,10.71,13.3,8.76,17.78125,0.0,5.20738137082601,0.495222929936306,0.492091388400703,0.0,0,0,0.301474201474201,0.0,9.95882430997877,2025-03-22 18:02:30
1103,552,552,prompt,5.2,66.4,10.0,0.0,13.36,6.0,0.0,4.0,0.5,1.0,0.0,0,0,0.0,0.0,3.9,2025-03-22 18:02:30
1104,552,552,response,14.4,26.4,13.93,15.7,10.64,22.5625,0.176470588235294,5.22437673130194,0.516795865633075,0.559556786703601,0.0588235294117647,0,0,0.410864745011086,0.0,12.4930986218777,2025-03-22 18:02:31
1105,553,553,prompt,8.8,57.27,8.46,0.0,6.59,23.0,0.0,3.60869565217391,0.260869565217391,0.782608695652174,0.0,0,0,0.433333333333333,0.0,10.6869565217391,2025-03-22 18:02:31
1106,553,553,response,8.4,58.28,8.28,0.0,7.93,21.0,0.0,4.0,0.2,0.619047619047619,0.0,0,0,0.58,0.0,9.86666666666667,2025-03-22 18:02:31
1107,554,554,prompt,2.1,90.77,9.07,0.0,6.57,7.0,0.0,3.71428571428571,0.142857142857143,1.0,0.0,0,0,0.5,0.0,3.08095238095238,2025-03-22 18:02:31
1108,554,554,response,11.6,44.44,12.07,14.3,8.78,22.6086956521739,0.0666666666666667,4.58846153846154,0.448028673835125,0.419230769230769,0.0666666666666667,3,0,0.438596432303329,0.0,11.552241442003,2025-03-22 18:02:31
1109,555,555,prompt,2.9,83.32,2.0,0.0,7.04,6.0,0.0,4.83333333333333,0.333333333333333,1.0,0.0,0,0,0.333333333333333,0.0,3.07777777777778,2025-03-22 18:02:31
1110,555,555,response,12.0,43.43,11.88,11.7,9.93,23.0,0.0,4.69565217391304,0.33695652173913,0.641304347826087,0.25,0,0,0.313888888888889,0.0,11.7789855072464,2025-03-22 18:02:31
1111,556,556,prompt,6.8,67.76,4.8,0.0,8.18,14.0,0.0,3.92857142857143,0.357142857142857,0.857142857142857,0.0,0,0,0.575,0.0,7.05238095238095,2025-03-22 18:02:31
1112,556,556,response,10.9,51.78,11.76,12.7,9.85,24.1875,0.0952380952380952,4.36434108527132,0.405339805825243,0.472868217054264,0.0,0,0,0.364125457875458,0.0,11.8309466019417,2025-03-22 18:02:32
1113,557,557,prompt,11.1,29.52,8.2,0.0,9.95,9.0,0.0,5.0,0.555555555555556,0.888888888888889,0.0,0,0,0.6,0.0,6.88518518518519,2025-03-22 18:02:32
1114,557,557,response,12.6,31.17,12.25,13.6,10.53,18.3125,0.1,5.00853242320819,0.411111111111111,0.435153583617747,0.0,0,0,0.514761904761905,0.0,10.4412037037037,2025-03-22 18:02:32
1115,558,558,prompt,7.2,50.5,11.6,0.0,11.73,5.0,0.0,5.4,0.0,1.0,0.0,0,0,0.0,0.0,4.06666666666667,2025-03-22 18:02:32
1116,558,558,response,15.7,28.47,15.73,15.5,10.86,29.3333333333333,0.0,4.77840909090909,0.357142857142857,0.619318181818182,0.166666666666667,0,0,0.322058823529412,0.0,15.1301587301587,2025-03-22 18:02:32
1117,559,559,prompt,2.9,94.15,4.4,0.0,9.92,12.0,0.0,3.83333333333333,0.5,1.0,0.0,0,0,0.1,0.0,5.13333333333333,2025-03-22 18:02:32
1118,559,559,response,4.4,84.68,8.13,0.0,8.18,7.0,0.0,3.92857142857143,0.428571428571429,1.0,0.0,1,0,0.0,0.0,3.94285714285714,2025-03-22 18:02:32
1119,560,560,prompt,4.5,73.85,2.4,0.0,9.2,8.0,0.0,4.0,0.25,1.0,0.0,0,0,0.3,0.0,4.25,2025-03-22 18:02:32
1120,560,560,response,6.3,74.49,7.43,8.8,8.94,16.0,0.0,3.97916666666667,0.291666666666667,0.75,0.333333333333333,0,0,0.15,0.0,7.53055555555556,2025-03-22 18:02:33
1121,561,561,prompt,9.2,45.42,12.49,0.0,9.35,10.0,0.0,4.7,0.3,0.9,0.0,0,0,0.5,0.0,6.5,2025-03-22 18:02:33
1122,561,561,response,12.8,46.61,14.71,14.8,9.97,27.3076923076923,0.0666666666666667,4.80281690140845,0.326530612244898,0.470422535211268,0.466666666666667,0,0,0.366666666666667,0.0,13.4780743066457,2025-03-22 18:02:33
1123,562,562,prompt,3.7,81.29,8.51,0.0,10.75,10.0,0.0,3.8,0.222222222222222,1.0,0.0,0,0,0.0,0.0,4.64074074074074,2025-03-22 18:02:33
1124,562,562,response,8.7,62.68,12.68,0.0,12.37,20.0,0.0,4.425,0.375,0.95,0.0,0,0,0.5,0.0,9.69166666666667,2025-03-22 18:02:33
1125,563,563,prompt,0.1,112.09,4.0,0.0,5.71,10.0,0.0,3.2,0.4,1.0,0.0,0,0,0.454545454545455,0.0,3.5,2025-03-22 18:02:33
1126,563,563,response,9.3,55.74,11.47,11.9,9.54,17.9166666666667,0.2,4.53488372093023,0.5,0.553488372093023,0.16,0,0,0.451670978594056,0.0,9.23888888888889,2025-03-22 18:02:33
1127,564,564,prompt,8.8,46.44,10.7,0.0,11.93,9.5,0.0,4.89473684210526,0.421052631578947,0.894736842105263,0.0,0,0,0.0,0.0,6.24035087719298,2025-03-22 18:02:33
1128,564,564,response,8.8,57.27,11.31,0.0,12.23,15.0,1.0,5.06666666666667,0.4,0.933333333333333,0.0,0,0,0.0,0.0,8.06666666666667,2025-03-22 18:02:34
1129,565,565,prompt,10.3,42.38,14.8,0.0,12.13,13.0,0.0,4.61538461538462,0.307692307692308,1.0,0.0,0,0,0.1,0.0,7.86923076923077,2025-03-22 18:02:34
1130,565,565,response,12.5,42.21,12.39,12.9,10.27,23.1428571428571,0.0588235294117647,4.90740740740741,0.4375,0.515432098765432,0.0,1,0,0.60015873015873,0.0,12.0267857142857,2025-03-22 18:02:34
1131,566,566,prompt,6.4,74.19,8.46,0.0,11.1,15.0,0.0,3.86666666666667,0.375,1.0,1.0,0,0,0.3,0.0,7.25833333333333,2025-03-22 18:02:34
1132,566,566,response,8.7,78.93,11.94,0.0,10.39,31.0,0.0,3.32258064516129,0.161290322580645,0.870967741935484,1.0,0,0,0.0,0.0,13.2870967741936,2025-03-22 18:02:34
1133,567,567,prompt,4.4,79.26,8.04,0.0,7.59,10.0,0.0,4.0,0.3,1.0,0.0,0,0,0.5,0.0,4.9,2025-03-22 18:02:34
1134,567,567,response,11.8,49.35,12.63,13.2,10.71,26.4666666666667,0.0,4.64735516372796,0.385714285714286,0.564231738035265,0.0625,1,0,0.456259968102073,0.0,12.884126984127,2025-03-22 18:02:34
1135,568,568,prompt,5.6,81.63,6.0,0.0,9.64,16.0,0.0,3.875,0.3125,1.0,0.0,0,0,0.375,0.0,7.30416666666667,2025-03-22 18:02:34
1136,568,568,response,11.9,54.56,13.2,13.0,10.72,29.25,0.333333333333333,4.11965811965812,0.266666666666667,0.709401709401709,0.0,0,0,0.463888888888889,0.0,13.8055555555556,2025-03-22 18:02:34
1137,569,569,prompt,3.7,86.71,4.0,0.0,7.29,11.0,0.0,4.09090909090909,0.0909090909090909,0.909090909090909,0.0,0,0,0.0666666666666667,0.0,4.93030303030303,2025-03-22 18:02:34
1138,569,569,response,15.0,51.86,15.51,0.0,9.37,45.0,0.0,4.24444444444444,0.196078431372549,0.755555555555556,0.0,0,0,0.0666666666666667,0.0,20.0653594771242,2025-03-22 18:02:35
1139,570,570,prompt,11.1,45.76,16.21,0.0,12.84,20.0,0.0,4.75,0.45,1.0,0.0,0,0,0.5,0.0,10.5166666666667,2025-03-22 18:02:35
1140,570,570,response,6.0,75.2,6.74,7.2,8.94,12.5555555555556,0.222222222222222,3.43362831858407,0.147540983606557,0.442477876106195,0.111111111111111,0,0,0.711111111111111,0.0,6.23436551305404,2025-03-22 18:02:35
1141,571,571,prompt,10.0,32.56,18.0,0.0,10.2,6.0,0.0,5.66666666666667,0.5,1.0,0.0,0,0,0.0666666666666667,0.0,5.5,2025-03-22 18:02:35
1142,571,571,response,14.4,21.09,13.41,15.6,9.98,18.85,0.136363636363636,5.44562334217507,0.550251256281407,0.53315649867374,0.0454545454545455,0,0,0.355385487528345,0.0,11.2667504187605,2025-03-22 18:02:35
1143,572,572,prompt,5.2,77.23,8.04,0.0,12.79,12.0,0.0,4.5,0.5,1.0,0.0,0,0,0.0,0.0,5.9,2025-03-22 18:02:35
1144,572,572,response,13.8,28.03,13.67,15.1,10.68,13.8974358974359,0.0294117647058824,5.33763837638376,0.464765100671141,0.525830258302583,0.0294117647058824,0,0,0.480672268907563,0.0,9.38740033270235,2025-03-22 18:02:35
1145,573,573,prompt,-1.9,117.16,2.0,0.0,7.04,5.5,0.0,3.54545454545455,0.272727272727273,0.909090909090909,0.0,0,0,0.0,0.0,1.29090909090909,2025-03-22 18:02:35
1146,573,573,response,4.7,83.96,7.19,9.7,8.42,16.0,0.0,4.08333333333333,0.423076923076923,0.75,0.0,0,0,0.366666666666667,0.0,7.04102564102564,2025-03-22 18:02:36
1147,574,574,prompt,7.2,50.5,11.6,0.0,7.78,5.0,0.0,4.0,0.4,1.0,0.0,0,0,0.0,0.0,4.2,2025-03-22 18:02:36
1148,574,574,response,14.3,32.12,15.81,15.5,10.03,24.7142857142857,0.142857142857143,4.88439306358382,0.4375,0.566473988439306,0.714285714285714,0,0,0.465555555555556,0.0,13.1505952380952,2025-03-22 18:02:36
1149,575,575,prompt,0.5,100.24,2.0,0.0,7.04,6.0,0.0,4.83333333333333,0.166666666666667,1.0,0.0,0,0,0.0,0.0,2.22222222222222,2025-03-22 18:02:36
1150,575,575,response,7.1,72.46,9.68,9.7,9.79,18.0,0.0,4.38888888888889,0.444444444444444,0.777777777777778,0.0,0,0,0.64375,0.0,8.51481481481481,2025-03-22 18:02:36
1151,576,576,prompt,3.7,75.88,1.6,0.0,11.73,4.0,0.0,5.0,0.0,1.0,0.0,0,0,0.0,0.0,2.56666666666667,2025-03-22 18:02:36
1152,576,576,response,15.8,22.85,17.01,17.4,10.63,26.0833333333333,0.285714285714286,5.54313099041534,0.504643962848297,0.552715654952077,0.214285714285714,0,0,0.482111436950147,0.0,14.1293257653939,2025-03-22 18:02:36
1153,577,577,prompt,4.8,78.25,4.0,0.0,5.71,11.0,0.0,3.81818181818182,0.272727272727273,0.909090909090909,0.0,0,0,0.0,0.0,5.35757575757576,2025-03-22 18:02:36
1154,577,577,response,10.3,58.72,11.76,12.1,8.12,25.1111111111111,0.111111111111111,4.21238938053097,0.458874458874459,0.47787610619469,0.444444444444444,0,0,0.3031179138322,0.0,11.9566618566619,2025-03-22 18:02:36
1155,578,578,prompt,6.0,64.37,2.8,0.0,8.5,9.0,0.0,4.11111111111111,0.222222222222222,1.0,0.0,0,0,0.75,0.0,5.07407407407407,2025-03-22 18:02:36
1156,578,578,response,14.7,25.69,17.81,16.9,11.21,24.2727272727273,0.444444444444444,4.98876404494382,0.462633451957295,0.580524344569288,0.444444444444444,1,0,0.503401360544218,0.0,13.1451202415615,2025-03-22 18:02:37
1157,579,579,prompt,2.1,90.77,9.07,0.0,6.57,7.0,0.0,3.0,0.142857142857143,1.0,0.0,0,0,0.0,0.0,3.08095238095238,2025-03-22 18:02:37
1158,579,579,response,12.2,42.82,12.63,14.2,10.04,23.7727272727273,0.0416666666666667,4.65583173996176,0.374087591240876,0.523900573613767,0.0416666666666667,1,0,0.428636363636364,0.0,12.115604954656,2025-03-22 18:02:37
1159,580,580,prompt,1.7,102.61,4.4,0.0,0.55,13.0,0.0,3.07692307692308,0.461538461538462,1.0,0.0,0,0,0.3,0.0,5.05384615384615,2025-03-22 18:02:37
1160,580,580,response,10.5,58.11,13.39,13.3,10.65,26.4736842105263,0.03125,4.18091451292247,0.377649325626204,0.536779324055666,0.0625,2,1,0.534890734265734,0.0,12.4504445120508,2025-03-22 18:02:37
1161,581,581,prompt,7.6,76.56,10.0,0.0,7.0,20.0,0.0,3.65,0.4,0.95,0.0,0,0,0.338888888888889,0.0,9.33333333333333,2025-03-22 18:02:37
1162,581,581,response,9.2,61.46,10.14,10.8,8.44,21.1,0.2,4.30805687203791,0.469767441860465,0.625592417061611,0.0,1,0,0.458253968253968,0.0,10.2565891472868,2025-03-22 18:02:38
1163,582,582,prompt,7.2,66.74,11.35,0.0,11.57,13.0,0.0,4.23076923076923,0.384615384615385,0.846153846153846,0.0,0,0,0.333333333333333,0.0,6.86153846153846,2025-03-22 18:02:38
1164,582,582,response,15.2,29.59,18.62,16.9,12.43,28.2,0.2,5.12765957446809,0.439716312056738,0.659574468085106,0.0,0,1,0.455555555555556,0.0,14.6132387706856,2025-03-22 18:02:38
1165,583,583,prompt,4.8,78.25,4.0,0.0,7.29,11.0,0.0,4.81818181818182,0.545454545454545,0.909090909090909,0.0,0,0,0.220833333333333,0.0,5.44848484848485,2025-03-22 18:02:38
1166,583,583,response,14.0,32.94,14.06,14.9,9.31,25.8823529411765,0.266666666666667,5.4,0.518681318681319,0.470454545454546,0.2,0,0,0.345376984126984,0.0,13.4670114199526,2025-03-22 18:02:38
1167,584,584,prompt,2.9,88.74,3.2,0.0,6.01,9.0,0.0,3.77777777777778,0.111111111111111,1.0,0.0,0,0,0.0,0.0,4.0037037037037,2025-03-22 18:02:38
